"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"TAGLN2",2.70294480661657e-236,1.46708215530476,0.966,0.611,6.52301670180776e-232,"TAGLN2"
"GPR183",7.66738798797708e-211,1.90742380479077,0.801,0.253,1.85037074313851e-206,"GPR183"
"HLA-A",3.68178266844024e-204,0.906210057109804,0.994,0.917,8.88524611374683e-200,"HLA-A"
"EZR",1.59611096247082e-199,1.36054103883304,0.977,0.78,3.85189458573082e-195,"EZR"
"LMNA",2.27416267727084e-197,2.00114762499863,0.779,0.251,5.48823678905772e-193,"LMNA"
"UBC",7.91537602198798e-192,1.01690054761524,0.989,0.842,1.91021769538636e-187,"UBC"
"TUBB4B",2.3283502750607e-188,1.40258893101465,0.814,0.289,5.61900771880399e-184,"TUBB4B"
"SRGN",6.47727087496251e-188,1.38202289095763,0.933,0.549,1.5631597802547e-183,"SRGN"
"CDKN1A",4.23462662487837e-181,1.54188426863661,0.729,0.207,1.0219424433819e-176,"CDKN1A"
"CD83",4.64807248562931e-174,1.61306137680082,0.934,0.536,1.12171933295692e-169,"CD83"
"RGS2",3.14001661510958e-163,1.63764882302451,0.761,0.261,7.57780209724396e-159,"RGS2"
"CCR7",1.04005690216235e-161,1.60108435234385,0.874,0.504,2.50996932198839e-157,"CCR7"
"ZFP36",6.03128194439623e-161,1.31778782265026,0.968,0.682,1.45552927164114e-156,"ZFP36"
"SQSTM1",3.00167150959119e-156,1.66019304871745,0.921,0.643,7.24393385409643e-152,"SQSTM1"
"JUNB",2.70638080560319e-150,0.880923710251749,0.969,0.622,6.53130879816218e-146,"JUNB"
"PIM3",5.29354311319698e-150,1.32044456833551,0.633,0.165,1.27749075950783e-145,"PIM3"
"NFKBIA",6.63480830381901e-150,1.76955190872214,0.891,0.524,1.60117828796064e-145,"NFKBIA"
"DDX17",2.04608977004665e-148,-1.45262115466954,0.703,0.755,4.93782844205358e-144,"DDX17"
"HERPUD1",2.31658586287635e-148,1.20563552655969,0.859,0.46,5.5906166628795e-144,"HERPUD1"
"CXCR5",3.25667303046256e-144,0.965460927513305,0.784,0.313,7.85932902441531e-140,"CXCR5"
"KDM6B",5.23941130070556e-144,1.31781921838536,0.66,0.2,1.26442712919927e-139,"KDM6B"
"NR4A3",5.0177585456016e-142,1.322455850265,0.589,0.137,1.21093566981003e-137,"NR4A3"
"RGS1",1.42356446062396e-140,1.80970031851725,0.57,0.13,3.4354881128238e-136,"RGS1"
"KLF10",3.70915641493369e-139,1.07807999327265,0.748,0.28,8.95130717615948e-135,"KLF10"
"TUBA1A",5.66875400733948e-137,0.99186061679389,0.904,0.514,1.36804040459124e-132,"TUBA1A"
"PIM2",3.00668436167385e-136,1.10507595632377,0.853,0.445,7.25603137002751e-132,"PIM2"
"FOSB",2.94868199377432e-135,1.68003289695296,0.845,0.417,7.11605425557556e-131,"FOSB"
"KLF4",5.30260357285682e-135,1.6316977042607,0.461,0.063,1.27967732023754e-130,"KLF4"
"FTH1",1.10106395859707e-134,1.13808497001044,0.989,0.88,2.65719765128232e-130,"FTH1"
"TUBA4A",1.33824756413902e-133,1.02086885789824,0.793,0.351,3.2295928465367e-129,"TUBA4A"
"RPLP1",2.15986070882555e-131,0.625544085705457,0.998,0.979,5.2123918486087e-127,"RPLP1"
"RARA",5.88200299246687e-131,0.867921699455301,0.537,0.111,1.41950378217203e-126,"RARA"
"ATP6V0C",6.00535802474031e-130,0.805341132121432,0.903,0.512,1.44927305211058e-125,"ATP6V0C"
"CDK14",1.13547009044158e-129,-1.14889878510019,0.681,0.707,2.74022996926267e-125,"CDK14"
"IGLL5",8.67564771197752e-129,-1.18762721265682,0.541,0.87,2.09369406233153e-124,"IGLL5"
"EMP3",2.09434615727058e-127,1.29785379369841,0.841,0.47,5.05428558134109e-123,"EMP3"
"ADGRE5",7.25524121625578e-127,0.907065211311088,0.659,0.214,1.75090736271901e-122,"ADGRE5"
"MCL1",2.48141741658653e-126,1.04571090160815,0.9,0.547,5.98840465144828e-122,"MCL1"
"RALGPS2",2.17219775970612e-125,-1.48545553012696,0.791,0.86,5.24216485349877e-121,"RALGPS2"
"CXCR4",7.68420512557453e-124,1.26334208840082,0.925,0.662,1.8544292229549e-119,"CXCR4"
"CREM",1.00920352123278e-121,1.3400935326611,0.57,0.155,2.43551085779107e-117,"CREM"
"SAT1",1.12894797572286e-121,1.1040162354996,0.893,0.571,2.72449014981199e-117,"SAT1"
"DYNLL1",1.34571948022256e-121,0.887936208024337,0.79,0.364,3.24762482162111e-117,"DYNLL1"
"PNISR",1.81923255483154e-121,-0.946158553563586,0.754,0.803,4.39035392457497e-117,"PNISR"
"STX7",1.08903033192525e-120,-1.32787647286734,0.551,0.626,2.62815690003521e-116,"STX7"
"PARP15",2.58196523582855e-120,-1.24183831346089,0.498,0.547,6.23105670362504e-116,"PARP15"
"EIF4A3",3.4398787311007e-119,0.794062003011014,0.637,0.206,8.30145934176532e-115,"EIF4A3"
"YPEL5",8.17438679129836e-119,0.752616679343736,0.938,0.604,1.97272476434403e-114,"YPEL5"
"CD55",1.03896332071021e-118,0.785765139684645,0.902,0.534,2.50733018186996e-114,"CD55"
"EIF1",1.27778575372393e-118,0.580639636696454,0.996,0.95,3.08368035946197e-114,"EIF1"
"ARHGAP24",3.42151437404255e-118,-0.92085481349541,0.79,0.789,8.25714063887688e-114,"ARHGAP24"
"BHLHE40",9.0719385169452e-118,1.06335476318935,0.494,0.1,2.18933092229439e-113,"BHLHE40"
"ZNF331",1.37670593353146e-117,0.99283712241764,0.735,0.304,3.32240442939146e-113,"ZNF331"
"GABPB1-AS1",2.03568385609424e-117,-1.27950602277825,0.329,0.522,4.91271584991223e-113,"GABPB1-AS1"
"RILPL2",2.88503848428404e-116,0.95609087888232,0.746,0.329,6.96246337412266e-112,"RILPL2"
"ODC1",3.22323038967687e-116,1.02528712960431,0.805,0.402,7.77862189940719e-112,"ODC1"
"IRF1",1.4635355148858e-115,1.47562433324588,0.833,0.46,3.53195025807389e-111,"IRF1"
"MOB3A",1.87345408285397e-115,0.632201329456328,0.581,0.172,4.52120673815148e-111,"MOB3A"
"RAP1B",2.38835833328049e-115,0.849389501569439,0.742,0.318,5.76382516570582e-111,"RAP1B"
"RGCC",2.31687692074469e-114,0.978762938413987,0.818,0.41,5.59131907283315e-110,"RGCC"
"TGIF1",6.68787811370535e-114,0.809318391700626,0.619,0.199,1.61398562518051e-109,"TGIF1"
"TYROBP",1.0517170196429e-112,1.11327913713398,0.505,0.114,2.5381086835042e-108,"TYROBP"
"SDCBP",1.0074133289945e-111,0.756837531222501,0.645,0.226,2.43119058686243e-107,"SDCBP"
"OGT",5.90858084159421e-111,-1.17206481701441,0.537,0.643,1.42591781450193e-106,"OGT"
"NR4A2",4.44551597268152e-110,1.24149414867096,0.811,0.408,1.07283636968723e-105,"NR4A2"
"DUSP1",1.35525787680488e-109,1.33170339313609,0.909,0.553,3.27064383409321e-105,"DUSP1"
"CYSTM1",1.41722707592222e-108,0.676071421645693,0.494,0.113,3.42019410232309e-104,"CYSTM1"
"GNG2",2.19279648059989e-108,0.900593001571202,0.803,0.413,5.29187574663172e-104,"GNG2"
"HLA-B",6.70709704795435e-108,0.495983012408743,0.999,0.982,1.61862373058282e-103,"HLA-B"
"HIST1H4C",4.52983458718439e-107,1.18569717334153,0.873,0.557,1.09318498092521e-102,"HIST1H4C"
"DUSP2",1.047713617628e-106,1.54905082609729,0.787,0.393,2.52844727342166e-102,"DUSP2"
"MSI2",1.241025054999e-106,-1.03631371861066,0.686,0.687,2.99496576522907e-102,"MSI2"
"ID3",1.465031578029e-106,1.17169188231617,0.81,0.429,3.53556070725738e-102,"ID3"
"NFE2L2",5.29836170146044e-106,0.670756066205565,0.644,0.237,1.27865362941345e-101,"NFE2L2"
"HMOX1",6.7114685188522e-105,0.862754565896576,0.462,0.097,1.6196786976546e-100,"HMOX1"
"BCL3",9.82733074429969e-105,0.617976855371091,0.429,0.08,2.37162972852184e-100,"BCL3"
"IER2",2.51955588659107e-104,1.1624789444399,0.791,0.396,6.08044422111024e-100,"IER2"
"LRRFIP1",4.21774887697214e-104,1.05631743153071,0.806,0.447,1.01786933647969e-99,"LRRFIP1"
"PNN",4.31728065490487e-104,-0.860021617253972,0.623,0.675,1.04188934044819e-99,"PNN"
"CSRNP1",2.02664657092951e-103,0.65609283948476,0.689,0.287,4.89090616962418e-99,"CSRNP1"
"ABCA6",3.50950113489121e-103,-1.04552043152401,0.659,0.697,8.46947908883296e-99,"ABCA6"
"ARID5A",5.25638531954516e-103,0.730794618452155,0.516,0.137,1.26852346916583e-98,"ARID5A"
"ATP5F1B",6.34507929816778e-103,0.786290004990667,0.825,0.462,1.53125798702683e-98,"ATP5F1B"
"ATP6V0D1",1.0252844830579e-102,0.722260470518995,0.584,0.188,2.47431904296362e-98,"ATP6V0D1"
"IGHM",1.52864498302198e-102,-0.959609586369276,0.942,0.95,3.68907893752694e-98,"IGHM"
"TRAF4",2.44279585340328e-102,0.769915900926996,0.612,0.213,5.89519923301814e-98,"TRAF4"
"RASGEF1B",6.87685266342686e-102,0.915846870721055,0.605,0.208,1.6595908532648e-97,"RASGEF1B"
"TMSB4X",1.21845225667334e-101,0.639660831029843,0.994,0.949,2.94049083102977e-97,"TMSB4X"
"HNRNPF",3.98385408232591e-101,0.58916083773253,0.749,0.352,9.61423505687713e-97,"HNRNPF"
"IDS",6.71555723747082e-101,0.750581664317135,0.751,0.353,1.62066542811883e-96,"IDS"
"RAB11FIP1",2.31740079783784e-100,0.73592823277962,0.803,0.416,5.59258334542205e-96,"RAB11FIP1"
"AFF3",2.89661217297761e-100,-0.938521397676174,0.745,0.754,6.99039415704686e-96,"AFF3"
"HLA-C",4.3258255806426e-100,0.588944098608116,0.996,0.937,1.04395148737648e-95,"HLA-C"
"PPP1R15A",4.40811039486593e-100,1.24693187707268,0.856,0.5,1.06380928159299e-95,"PPP1R15A"
"RELB",8.49683785121217e-100,0.624998560135535,0.751,0.356,2.05054187863303e-95,"RELB"
"IGKV1D-39",4.92146840071965e-98,1.39253915882838,0.234,0.002,1.18769796914567e-93,"IGKV1D-39"
"NAMPT",7.84581272780799e-98,0.750107540188733,0.57,0.186,1.8934299856019e-93,"NAMPT"
"MAP3K8",1.53480075479529e-97,0.852638927785174,0.55,0.17,3.70393466154748e-93,"MAP3K8"
"CALM2",3.83549843353577e-97,0.677879776838714,0.896,0.577,9.25620836965188e-93,"CALM2"
"ARHGAP15",4.41961688947131e-97,-0.8316134042698,0.508,0.538,1.06658614393611e-92,"ARHGAP15"
"PNP",1.24782019684567e-96,0.816050713916173,0.477,0.118,3.01136448104765e-92,"PNP"
"ARGLU1",1.5708272831786e-96,-0.804486188450398,0.72,0.747,3.79087748249492e-92,"ARGLU1"
"NFKB2",2.23345779308724e-96,0.813613228755382,0.588,0.204,5.39000369205745e-92,"NFKB2"
"DNAJB6",6.294430953465e-96,0.629759562793454,0.66,0.27,1.51903502199971e-91,"DNAJB6"
"ZC3H12A",1.11279580502625e-95,0.80213491587315,0.494,0.131,2.68551011626985e-91,"ZC3H12A"
"TMEM131L",2.10673237043092e-95,-0.710414311506598,0.53,0.503,5.08417722956094e-91,"TMEM131L"
"S100A11",2.92364318147979e-95,1.33778830008138,0.518,0.162,7.05562808986518e-91,"S100A11"
"NR4A1",3.0058009352471e-95,1.53188726375935,0.662,0.276,7.25389939703183e-91,"NR4A1"
"NRROS",1.10878164971824e-94,0.646669753034575,0.525,0.157,2.67582275526503e-90,"NRROS"
"PEA15",1.28939647668104e-94,0.637485122825342,0.529,0.161,3.11170051717435e-90,"PEA15"
"LDLRAD4",4.17887903418859e-94,0.919801846828095,0.545,0.172,1.00848887732073e-89,"LDLRAD4"
"DDIT3",4.83062268622281e-94,1.27100948307884,0.631,0.259,1.16577417286615e-89,"DDIT3"
"RASSF5",6.48288273596045e-94,0.674049850579951,0.541,0.169,1.56451409066933e-89,"RASSF5"
"SKIL",1.14212067849246e-93,0.669071225362141,0.428,0.091,2.75627983340586e-89,"SKIL"
"S100A10",3.14947961107583e-93,1.7799025325373,0.716,0.39,7.60063914540929e-89,"S100A10"
"LUC7L3",3.19699568623131e-93,-0.969168995785629,0.549,0.61,7.71530968958203e-89,"LUC7L3"
"FAM129C",4.6581486276379e-93,-0.95207885162643,0.535,0.574,1.12415100830785e-88,"FAM129C"
"OAZ1",6.17395447478622e-93,0.581057105803432,0.953,0.714,1.48996043340016e-88,"OAZ1"
"MYL6",6.38480469465418e-93,0.635491524636113,0.966,0.774,1.54084491696089e-88,"MYL6"
"CIB1",7.6709638632501e-93,0.661753129661879,0.73,0.346,1.85123370911815e-88,"CIB1"
"ATF3",8.13143793425389e-93,2.06611622258238,0.366,0.059,1.96235991667349e-88,"ATF3"
"DUSP5",8.66918267430605e-93,0.659139587757215,0.393,0.071,2.09213385479028e-88,"DUSP5"
"NFKB1",2.13512359709758e-92,0.772094611891026,0.392,0.071,5.15269377687558e-88,"NFKB1"
"TGFB1",2.26099389348947e-92,0.876984449497044,0.607,0.232,5.45645656315814e-88,"TGFB1"
"HES1",2.99110807027256e-92,1.33594898200828,0.214,0,7.21844110598877e-88,"HES1"
"ARL4A",6.1925433028099e-92,0.647599201150045,0.605,0.228,1.49444647526711e-87,"ARL4A"
"RRP12",3.92210225729489e-91,0.549073876687148,0.427,0.099,9.46520937752976e-87,"RRP12"
"N4BP2L2",5.12081823447326e-91,-0.790471218964748,0.604,0.605,1.23580706452543e-86,"N4BP2L2"
"LITAF",8.05763118258166e-91,0.848486577956685,0.887,0.592,1.94454813329243e-86,"LITAF"
"PRDX1",8.41846453470595e-91,0.867826439711083,0.775,0.417,2.03162804616059e-86,"PRDX1"
"CAMK2D",1.19146727395707e-90,-1.13162934622681,0.415,0.578,2.8753679722406e-86,"CAMK2D"
"SELENOK",1.52603969509569e-90,0.547172016940691,0.734,0.361,3.68279159617443e-86,"SELENOK"
"NINJ1",1.70427827634111e-90,0.854187422119205,0.283,0.021,4.11293476429401e-86,"NINJ1"
"NKTR",2.7079275013964e-90,-1.00731611590129,0.425,0.498,6.53504143911994e-86,"NKTR"
"SNRNP70",5.21823729957342e-90,-0.775454126278681,0.586,0.571,1.25931720750605e-85,"SNRNP70"
"TUBA1B",6.72068471883176e-90,0.912332481547962,0.845,0.524,1.62190284319567e-85,"TUBA1B"
"CCDC88A",8.18881442120724e-90,-0.96006924536848,0.768,0.79,1.97620658426994e-85,"CCDC88A"
"MIDN",8.56446950037006e-90,0.569376847155373,0.417,0.092,2.06686342452431e-85,"MIDN"
"BCL2L11",1.20188229341083e-89,0.733961006544259,0.436,0.101,2.90050253868836e-85,"BCL2L11"
"PIM1",1.42906942118247e-89,0.876782286103899,0.664,0.285,3.44877323413966e-85,"PIM1"
"VPS13C",1.63096623217632e-89,-0.933542161126901,0.504,0.555,3.93601080811112e-85,"VPS13C"
"TAGAP",1.67438347815154e-89,0.763927401210296,0.854,0.511,4.04078964782311e-85,"TAGAP"
"SLBP",2.65845411632405e-89,0.874359844894273,0.567,0.203,6.41564731892482e-85,"SLBP"
"ATM",2.86324570908918e-89,-0.97345816670333,0.408,0.46,6.90987086974491e-85,"ATM"
"SSH2",3.22536478400901e-89,-0.569181907967895,0.689,0.541,7.78377283324894e-85,"SSH2"
"SYNGR2",6.41564339143605e-89,0.807869382229784,0.895,0.608,1.54828721965526e-84,"SYNGR2"
"IFRD1",3.25254722492648e-88,0.769588650302779,0.621,0.248,7.84937221791507e-84,"IFRD1"
"SF3B1",7.57762420678827e-88,-0.724228912011131,0.964,0.93,1.82870804982421e-83,"SF3B1"
"SLC16A3",1.20019855908767e-87,0.724707417635858,0.36,0.059,2.89643918264626e-83,"SLC16A3"
"CSNK1D",2.95350819996839e-87,0.478233681463991,0.608,0.247,7.12770133898371e-83,"CSNK1D"
"EBLN3P",3.30362522652684e-87,-0.821210800729232,0.495,0.559,7.97263875917721e-83,"EBLN3P"
"RCSD1",5.52541949687647e-87,-0.977484238404209,0.626,0.697,1.3334494871812e-82,"RCSD1"
"PLK3",6.190994977711e-87,0.609434060741803,0.54,0.183,1.494072817971e-82,"PLK3"
"SEC61B",6.80777667904619e-87,0.627146155172509,0.809,0.455,1.64292074595422e-82,"SEC61B"
"LRMP",1.13421727350561e-86,-0.908486045676736,0.678,0.68,2.73720654615109e-82,"LRMP"
"TTN",1.40649785430862e-86,-1.13479480225471,0.671,0.688,3.394301271803e-82,"TTN"
"GADD45B",1.47677324951843e-86,1.53098942915764,0.602,0.241,3.56389688306283e-82,"GADD45B"
"CLNK",2.73071029103056e-86,-0.996663776943832,0.44,0.495,6.59002314534406e-82,"CLNK"
"ANKRD44",3.24567311054834e-86,-0.827344002325108,0.547,0.54,7.83278291768631e-82,"ANKRD44"
"TENT5C",3.4328189631245e-86,0.665366878979414,0.636,0.266,8.28442200370836e-82,"TENT5C"
"ABCF1",6.17000515871461e-86,0.462268956219166,0.501,0.163,1.4890073449526e-81,"ABCF1"
"DNAJA1",7.60104837983116e-86,1.16142476033477,0.8,0.465,1.83436100550465e-81,"DNAJA1"
"SF1",8.61236509678923e-86,-0.73972452539861,0.92,0.875,2.07842206880814e-81,"SF1"
"POMP",8.89998408569791e-86,0.479851274042742,0.664,0.3,2.14783315940148e-81,"POMP"
"IVNS1ABP",1.27900418296177e-85,0.656367489631368,0.485,0.142,3.08662079474163e-81,"IVNS1ABP"
"CELF2",1.45575396854848e-85,-0.627784223377385,0.647,0.581,3.51317105229805e-81,"CELF2"
"RPS27",2.19337780563228e-85,0.467025691052619,0.998,0.988,5.29327865833239e-81,"RPS27"
"HNRNPA2B1",2.7754382121695e-85,-0.773280458032442,0.953,0.924,6.69796503742866e-81,"HNRNPA2B1"
"PLP2",2.92353694266464e-85,0.609574591566863,0.803,0.449,7.05537170373257e-81,"PLP2"
"DDX21",6.59056850078214e-85,0.646538773493833,0.817,0.47,1.59050189629375e-80,"DDX21"
"SERINC5",7.6102481220074e-85,-1.23444907812005,0.248,0.364,1.83658117928405e-80,"SERINC5"
"ZNF266",8.07939649865735e-85,-0.868591854305412,0.36,0.325,1.94980075702098e-80,"ZNF266"
"SRSF3",1.05551467786292e-84,0.918626160010894,0.811,0.498,2.54727357208659e-80,"SRSF3"
"SEMA7A",1.09947337733544e-84,0.614018891240579,0.288,0.027,2.65335910152363e-80,"SEMA7A"
"SNRPG",2.49737566821954e-84,0.487287958212939,0.765,0.408,6.02691670011421e-80,"SNRPG"
"CYCS",2.71508873478128e-84,0.564489101050033,0.779,0.422,6.55232364364765e-80,"CYCS"
"MAP2K3",4.82976288597548e-84,0.756366948732489,0.492,0.149,1.16556667727246e-79,"MAP2K3"
"RUNX3",8.49500629572167e-84,0.672149533695113,0.435,0.109,2.05009986934651e-79,"RUNX3"
"COL9A3",9.34366442484717e-84,0.642947666642117,0.682,0.316,2.25490653564837e-79,"COL9A3"
"WBP11",1.42361961641812e-83,0.442384273061943,0.626,0.274,3.43562122030185e-79,"WBP11"
"UBE2N",4.89403654149344e-83,0.47463627752203,0.676,0.319,1.18107783855861e-78,"UBE2N"
"NR1H2",7.20131250835382e-83,0.501281838213027,0.635,0.278,1.73789274764103e-78,"NR1H2"
"ZNF292",9.58184366849237e-83,-0.733243061526966,0.504,0.508,2.31238633251726e-78,"ZNF292"
"CCDC141",1.3499572225929e-82,-1.12031943465076,0.275,0.438,3.25785176528344e-78,"CCDC141"
"SNX29",1.65094276695304e-82,-0.747568419929074,0.534,0.542,3.98422017948777e-78,"SNX29"
"JPT1",2.78104656479279e-82,0.588534779545117,0.486,0.148,6.71149967481444e-78,"JPT1"
"MAPRE1",4.26059307273886e-82,0.36165199034034,0.574,0.244,1.02820892624407e-77,"MAPRE1"
"BUD31",6.521605441568e-82,0.530807023757788,0.662,0.302,1.57385904121361e-77,"BUD31"
"PMAIP1",1.19326197791188e-81,1.54785236951628,0.791,0.512,2.87969913129475e-77,"PMAIP1"
"AC020916.1",1.27092982650317e-81,0.257996478651244,0.565,0.26,3.06713495030009e-77,"AC020916.1"
"RELA",1.76708854429142e-81,0.465576883488403,0.511,0.175,4.26451478393848e-77,"RELA"
"OGA",1.77461533203253e-81,-0.644805311207546,0.588,0.528,4.2826791807941e-77,"OGA"
"UBE2A",3.90971355991055e-81,0.463669356965809,0.515,0.18,9.43531173413212e-77,"UBE2A"
"FAM177A1",4.83864114968892e-81,0.569525003934785,0.586,0.233,1.16770926865443e-76,"FAM177A1"
"BRD2",5.87143049373758e-81,0.918649868803209,0.874,0.596,1.41695232105369e-76,"BRD2"
"GAB1",7.20883223168143e-81,-0.958432703920855,0.259,0.383,1.73970748247168e-76,"GAB1"
"IL16",7.83900024719801e-81,0.710485466790055,0.675,0.315,1.8917859296563e-76,"IL16"
"TRAF3IP3",8.22079805293276e-81,-0.876268602119763,0.4,0.492,1.98392519411426e-76,"TRAF3IP3"
"MTHFD2",8.91875313216543e-81,0.49941807219121,0.435,0.12,2.15236269338548e-76,"MTHFD2"
"ADAM8",1.02547283565208e-80,0.515116676018268,0.373,0.08,2.47477359427916e-76,"ADAM8"
"RNPC3",1.59937126010043e-80,-1.00287462520986,0.293,0.427,3.85976266200037e-76,"RNPC3"
"PAF1",1.60660111324376e-80,0.46521745293834,0.532,0.197,3.87721046659116e-76,"PAF1"
"JCHAIN",1.66048686276185e-80,1.05381596700571,0.268,0.023,4.00725294590317e-76,"JCHAIN"
"RHOF",1.79587620240139e-80,1.23653178653868,0.453,0.145,4.33398803925529e-76,"RHOF"
"NSF",1.83071420644484e-80,-0.687527585585069,0.414,0.395,4.41806259441334e-76,"NSF"
"TUT4",2.29325677786159e-80,-0.7178212992612,0.599,0.53,5.53431658201339e-76,"TUT4"
"HMGA1",2.40440254793989e-80,0.748441909628023,0.586,0.233,5.80254466894334e-76,"HMGA1"
"ARHGDIA",2.84040449969613e-80,0.495921634290428,0.789,0.444,6.85474817911666e-76,"ARHGDIA"
"STX5",4.49253046689832e-80,0.340505145854894,0.521,0.206,1.08418237757657e-75,"STX5"
"BIRC6",4.4985809642436e-80,-0.554338671596011,0.457,0.392,1.08564254410091e-75,"BIRC6"
"KDM4B",5.23707538479658e-80,0.696214715343955,0.583,0.23,1.26386340261296e-75,"KDM4B"
"AMD1",5.57983862199674e-80,0.50464332145597,0.734,0.383,1.34658245464647e-75,"AMD1"
"ARF1",6.2972418218227e-80,0.403330081653319,0.832,0.506,1.51971336886047e-75,"ARF1"
"ARID1B",7.10772528985826e-80,-0.713825179039147,0.449,0.459,1.71530734420149e-75,"ARID1B"
"MYL12B",8.69413280267566e-80,0.522233833350575,0.815,0.476,2.09815506926972e-75,"MYL12B"
"RHOG",1.2049464356422e-79,0.668490305944101,0.543,0.197,2.90789723313532e-75,"RHOG"
"ADRM1",1.23990150960047e-79,0.435184470698475,0.579,0.239,2.99225431311881e-75,"ADRM1"
"MAPK1IP1L",1.61281473283378e-79,0.48398745808825,0.732,0.382,3.89220579474776e-75,"MAPK1IP1L"
"FAM96B",1.85544678428818e-79,0.258130489107806,0.604,0.293,4.47774972452267e-75,"FAM96B"
"RPL41",2.10534862908292e-79,0.353817816109594,1,0.989,5.08083784656582e-75,"RPL41"
"SEC62",3.08700470147042e-79,-0.570492447348081,0.746,0.704,7.44986844605857e-75,"SEC62"
"GTF2I",3.63395897861313e-79,-0.608249741639471,0.452,0.43,8.76983320308707e-75,"GTF2I"
"FAM49A",5.14513592234444e-79,0.46126861514366,0.266,0.026,1.24167565213938e-74,"FAM49A"
"KDM2A",5.36878778300932e-79,0.37620719568937,0.627,0.295,1.29564955567364e-74,"KDM2A"
"ZFP36L2",5.99847955819699e-79,0.720664715346634,0.883,0.59,1.44761307177968e-74,"ZFP36L2"
"EHD1",1.05853895059028e-78,0.552474877071323,0.504,0.169,2.55457204945953e-74,"EHD1"
"STRAP",1.16812548928313e-78,0.363977430993528,0.677,0.34,2.81903724328699e-74,"STRAP"
"INPP5F",1.21761685454417e-78,-0.865057214148527,0.534,0.597,2.93847475507145e-74,"INPP5F"
"FAM107B",1.95119886692309e-78,0.570022278778859,0.515,0.18,4.70882822554549e-74,"FAM107B"
"HNRNPA3",3.40075164154248e-78,-0.569642834635853,0.719,0.666,8.20703393653446e-74,"HNRNPA3"
"GSTP1",3.68578568541801e-78,0.920134819991482,0.793,0.482,8.89490659461928e-74,"GSTP1"
"UBL5",3.77273212111289e-78,0.256555742050177,0.786,0.475,9.10473442788175e-74,"UBL5"
"RHEB",4.66300947316319e-78,0.452564994140177,0.483,0.163,1.12532407615847e-73,"RHEB"
"RPL36AL",5.43016754992698e-78,0.427746205479119,0.963,0.73,1.31046233482388e-73,"RPL36AL"
"HNRNPUL1",6.06979500495647e-78,0.578694504379808,0.674,0.321,1.46482362854614e-73,"HNRNPUL1"
"SRSF2",7.39588026773951e-78,0.654919922117674,0.855,0.548,1.78484778501358e-73,"SRSF2"
"TAP1",1.05207159388173e-77,0.457870503712652,0.541,0.21,2.53896437751478e-73,"TAP1"
"GPR132",1.05501430999989e-77,0.412323174330237,0.284,0.039,2.54606603432273e-73,"GPR132"
"SOCS3",1.8608433054269e-77,0.644466750490403,0.336,0.059,4.49077314898675e-73,"SOCS3"
"SAP18",2.08333656178167e-77,0.447325932983386,0.813,0.483,5.02771612454771e-73,"SAP18"
"HNRNPA0",2.14562640669924e-77,0.349682518600682,0.871,0.568,5.17804020728727e-73,"HNRNPA0"
"POLR2L",5.73812391257485e-77,0.409212226984979,0.673,0.334,1.38478144382169e-72,"POLR2L"
"SYAP1",7.63206382370084e-77,0.733390196717847,0.612,0.264,1.84184596257372e-72,"SYAP1"
"SLC3A2",1.1372958095302e-76,0.682811643184624,0.628,0.278,2.74463597713922e-72,"SLC3A2"
"ZRANB2",1.28328869093861e-76,-0.812415823054617,0.439,0.506,3.09696059784215e-72,"ZRANB2"
"CWC25",3.25290644531669e-76,0.489058235918576,0.513,0.185,7.85023912448277e-72,"CWC25"
"PAK1",3.5032584924156e-76,0.351862775712265,0.559,0.24,8.45441371974657e-72,"PAK1"
"SELENOT",3.72192877324868e-76,0.268235327422238,0.649,0.334,8.98213070848104e-72,"SELENOT"
"OST4",5.29156484405764e-76,0.183575411309602,0.883,0.615,1.27701334381643e-71,"OST4"
"SNRPD2",6.13669130354521e-76,0.00560134620637864,0.893,0.666,1.48096771228457e-71,"SNRPD2"
"RASA1",8.96354928796319e-76,-0.756731503691936,0.261,0.32,2.16317334966416e-71,"RASA1"
"ATP6V0E1",1.6546502091372e-75,0.565051021881871,0.761,0.42,3.99316734971079e-71,"ATP6V0E1"
"TNFRSF18",1.66124134018996e-75,0.778887263839373,0.189,0.002,4.00907372628044e-71,"TNFRSF18"
"RAB21",1.72619666740187e-75,0.311422273791074,0.373,0.107,4.16583041744094e-71,"RAB21"
"NEMF",1.7769576848107e-75,-0.439603234399224,0.562,0.465,4.28833198075366e-71,"NEMF"
"MON2",1.99485756154055e-75,-0.577188808721019,0.321,0.314,4.8141897532658e-71,"MON2"
"TUBA1C",2.07857235493572e-75,0.621267048985297,0.425,0.116,5.01621866416638e-71,"TUBA1C"
"PRR7",2.44885824257295e-75,0.481521458466241,0.374,0.087,5.90982959680131e-71,"PRR7"
"IDI1",2.63421267017577e-75,0.585257482341584,0.668,0.322,6.35714543693519e-71,"IDI1"
"CRIP1",3.1709363662333e-75,0.5037816811377,0.792,0.46,7.65242073263083e-71,"CRIP1"
"DNAJA2",3.34323340008075e-75,0.403254902421435,0.595,0.263,8.06822516441489e-71,"DNAJA2"
"UBE2S",4.22814284956583e-75,0.817615741835117,0.401,0.106,1.02037771388572e-70,"UBE2S"
"MARCKSL1",5.71383554807768e-75,0.808278684033483,0.473,0.152,1.37891993281759e-70,"MARCKSL1"
