"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"EZR",6.47616662212982e-255,2.76853926987268,0.98,0.733,1.56289329091859e-250,"EZR"
"TAGLN2",4.2558746124657e-233,2.36886434869096,0.949,0.548,1.02707022022635e-228,"TAGLN2"
"LMNA",4.89553877303633e-230,3.30563992232051,0.802,0.02,1.18144037209686e-225,"LMNA"
"EMP3",1.94815748298181e-190,2.47372161154602,0.92,0.518,4.70148845367999e-186,"EMP3"
"IGHM",3.91334525071903e-177,-2.27215954163705,0.661,0.934,9.44407609356023e-173,"IGHM"
"CYSTM1",7.87880770182701e-174,1.64737821363082,0.718,0.036,1.90139266268191e-169,"CYSTM1"
"SRGN",5.47966522436484e-169,2.28136519813266,0.907,0.462,1.32240760859597e-164,"SRGN"
"CDKN1A",7.80656485855621e-167,1.98512996699633,0.74,0.065,1.88395829731537e-162,"CDKN1A"
"LITAF",3.62208701594615e-162,1.90089382945539,0.939,0.541,8.74118259558284e-158,"LITAF"
"CREM",4.34918308298022e-157,2.38881292584943,0.727,0.075,1.04958835341562e-152,"CREM"
"CXCR4",4.80180872864926e-141,1.89491097235636,0.971,0.725,1.15882050048493e-136,"CXCR4"
"ARID5A",2.61370798641422e-140,1.34689573446403,0.695,0.065,6.30766148361343e-136,"ARID5A"
"ID3",1.93491800888831e-137,2.32438152334691,0.865,0.366,4.66953763085016e-133,"ID3"
"CALM2",1.97493754759093e-137,1.43160742349578,0.939,0.55,4.76611678360118e-133,"CALM2"
"SKIL",3.74248057315372e-135,1.40626733484158,0.716,0.089,9.03172836719188e-131,"SKIL"
"PIM3",7.07052764358656e-132,1.53657171691953,0.726,0.109,1.70633043622675e-127,"PIM3"
"YWHAZ",1.8858548270209e-131,1.14639072174966,0.977,0.834,4.55113345404954e-127,"YWHAZ"
"IGHV3-15",7.10594168829016e-129,-0.382765477309882,0.846,0.459,1.71487690763506e-124,"IGHV3-15"
"MTRNR2L12",2.24610873058276e-127,-1.85099672045275,0.996,0.997,5.42053419951537e-123,"MTRNR2L12"
"LRRFIP1",4.19212952239242e-125,1.52879305159238,0.908,0.523,1.01168661763896e-120,"LRRFIP1"
"PRNP",1.48097869546879e-124,1.25843857220465,0.607,0.038,3.57404588577482e-120,"PRNP"
"MT-ND4",1.18355869665558e-122,-1.25667447524749,0.999,0.998,2.85628220263892e-118,"MT-ND4"
"TMEM123",2.05074382717407e-122,1.5570843319479,0.819,0.233,4.94906007811919e-118,"TMEM123"
"CD55",2.06021830581484e-122,1.77845796093121,0.866,0.392,4.97192483742295e-118,"CD55"
"TPM4",6.81984294069084e-119,1.52061638381742,0.856,0.333,1.64583269687692e-114,"TPM4"
"ZFP36",6.08111731263652e-116,1.56622070451986,0.938,0.624,1.46755604105857e-111,"ZFP36"
"SAT1",1.87232592761017e-115,1.67607125282903,0.915,0.652,4.51848416110162e-111,"SAT1"
"IDS",2.24605283283445e-115,1.39241750289516,0.847,0.301,5.42039930147939e-111,"IDS"
"TESC",9.44747963995881e-115,2.27367089705478,0.791,0.255,2.27996026151126e-110,"TESC"
"S100A10",1.14417453399287e-113,1.81364585314058,0.849,0.412,2.761236402885e-109,"S100A10"
"S100A11",7.6554082873354e-113,1.88238564319615,0.735,0.194,1.84747968198265e-108,"S100A11"
"NCF1",1.18263470190069e-112,-1.17802004518106,0.74,0.863,2.85405232609693e-108,"NCF1"
"GABARAPL1",1.11631498808353e-111,1.27596983507368,0.524,0.018,2.69400296074198e-107,"GABARAPL1"
"MT-ATP6",1.75469996427324e-109,-1.21383645853536,0.997,0.998,4.23461742378062e-105,"MT-ATP6"
"NFE2L2",6.44821936569504e-108,1.24095483886561,0.698,0.126,1.55614877952318e-103,"NFE2L2"
"MT-CO2",2.77526415205447e-107,-1.08996046443829,0.999,1,6.69754497815305e-103,"MT-CO2"
"SLBP",1.93431655206549e-106,1.31161658149263,0.751,0.19,4.66808613509965e-102,"SLBP"
"RHOA",6.5892474389101e-106,1.10264025231376,0.968,0.715,1.59018308443217e-101,"RHOA"
"RARA",2.32647353711004e-104,1.05207866629777,0.628,0.083,5.61447858710767e-100,"RARA"
"SYAP1",4.37895991731795e-104,1.41580357886125,0.765,0.224,1.05677439684634e-99,"SYAP1"
"CALM1",3.70231780427601e-103,1.11674538076166,0.967,0.743,8.9348035570593e-99,"CALM1"
"H3F3A",4.21905380995094e-103,0.941008329543171,0.982,0.825,1.01818425595546e-98,"H3F3A"
"FYTTD1",1.03206354343485e-102,1.19885397794894,0.735,0.174,2.49067894937132e-98,"FYTTD1"
"TGFB1",2.15447319366276e-102,1.34004492432139,0.793,0.263,5.19939015826633e-98,"TGFB1"
"SPOCK2",2.82813302498043e-102,1.29574811874577,0.885,0.437,6.82513342918527e-98,"SPOCK2"
"IGLC6",5.55187036509193e-101,-1.7754451354406,0.474,0.414,1.33983287520764e-96,"IGLC6"
"KDM6B",1.13053300430584e-99,1.18747981913917,0.696,0.144,2.72831529929127e-95,"KDM6B"
"SARAF",1.95888060694364e-99,1.08602671697454,0.969,0.709,4.72736656873707e-95,"SARAF"
"PAK1",2.31253701718763e-99,0.968984411831558,0.62,0.088,5.5808455835789e-95,"PAK1"
"MT-CYB",7.60938313288845e-99,-1.0895995632435,0.999,1,1.83637243145997e-94,"MT-CYB"
"RALGPS2",1.79927854302319e-97,-1.43779234271507,0.812,0.869,4.34219890787787e-93,"RALGPS2"
"MT-ND4L",4.62404230400036e-97,-1.12369451492612,0.999,0.997,1.11592012922441e-92,"MT-ND4L"
"MT-ND5",9.44693621146788e-97,-1.14399711483286,0.997,1,2.27982911591354e-92,"MT-ND5"
"SLCO4A1",1.52840173124109e-96,0.852191513574603,0.474,0.018,3.68849189800411e-92,"SLCO4A1"
"SGTA",1.25581029010927e-94,1.01772151433399,0.656,0.124,3.03064697312071e-90,"SGTA"
"CD44",3.17938510284294e-94,1.16084875010124,0.901,0.483,7.67281006869086e-90,"CD44"
"MT-CO3",3.34412923336785e-94,-1.05475125524,0.999,1,8.07038707888664e-90,"MT-CO3"
"MYL6",9.78879306783316e-94,0.910655607226635,0.977,0.748,2.36232943106018e-89,"MYL6"
"DUSP2",1.99716666407191e-93,1.91170170775578,0.735,0.23,4.81976231040473e-89,"DUSP2"
"SQSTM1",2.8599146965589e-93,1.24658888261931,0.938,0.651,6.90183213720558e-89,"SQSTM1"
"ANXA2",3.97932531052018e-93,1.39639473677949,0.855,0.449,9.60330577187836e-89,"ANXA2"
"PTMA",9.50693830368346e-92,0.908882320278405,0.982,0.912,2.29430942082793e-87,"PTMA"
"SLC16A3",2.07135525565827e-91,1.0259146156876,0.569,0.073,4.9988016384801e-87,"SLC16A3"
"RPS29",2.56018322120238e-90,0.817048145624499,0.986,0.853,6.17849016772771e-86,"RPS29"
"ADGRE5",6.82884148583337e-90,1.09834744055516,0.732,0.2,1.64800431577617e-85,"ADGRE5"
"IGFBP4",1.92039410312811e-89,1.26331077024553,0.599,0.096,4.63448708907908e-85,"IGFBP4"
"FCMR",4.28502777707021e-89,-1.01368472327399,0.802,0.825,1.03410575344035e-84,"FCMR"
"LGALS3",5.51712486165666e-89,0.992681732115467,0.441,0.017,1.3314477428636e-84,"LGALS3"
"SRSF2",6.97022945009068e-89,1.14685739656346,0.89,0.493,1.68212547319038e-84,"SRSF2"
"TUBB4B",4.35455248704127e-88,1.19738228964072,0.768,0.257,1.05088415169767e-83,"TUBB4B"
"RAP1B",5.29080222700084e-87,0.957832762979979,0.821,0.311,1.27682930144211e-82,"RAP1B"
"BHLHE40",5.7799271419345e-86,1.13023093836946,0.571,0.088,1.39486981716305e-81,"BHLHE40"
"FAM129C",9.10489963734325e-86,-1.28919744961243,0.677,0.825,2.19728542948005e-81,"FAM129C"
"NMB",9.17156827159957e-86,1.36809179182554,0.547,0.076,2.21337457098512e-81,"NMB"
"ABCA6",3.16150993200167e-84,-1.41167082087751,0.579,0.753,7.62967191889963e-80,"ABCA6"
"NDRG1",5.2040450112923e-84,1.01893019101459,0.58,0.094,1.25589218257517e-79,"NDRG1"
"GNG2",4.28134173018568e-83,1.18116556159866,0.846,0.455,1.03321619974571e-78,"GNG2"
"ODC1",1.89673954104075e-81,1.23262567410912,0.819,0.356,4.57740153439363e-77,"ODC1"
"RGS2",2.58205490367559e-81,1.3387427157517,0.679,0.184,6.2312730990403e-77,"RGS2"
"ELL2",1.2915601256111e-80,0.826990328847651,0.439,0.026,3.11692205113726e-76,"ELL2"
"CCR7",1.52809809571134e-80,1.26983222446317,0.871,0.45,3.68775913438018e-76,"CCR7"
"NR3C1",1.27643234453904e-79,1.13958641189738,0.842,0.411,3.08041417707607e-75,"NR3C1"
"HLA-DRA",1.93697533676629e-79,0.804227464892737,0.992,0.921,4.67450258021809e-75,"HLA-DRA"
"SEMA7A",2.68719064583685e-79,0.923594132216816,0.462,0.038,6.48499718559808e-75,"SEMA7A"
"LDHA",1.23804316230921e-78,1.0685157192501,0.767,0.29,2.98776956360082e-74,"LDHA"
"GPR132",2.19671850897296e-78,0.741664391035751,0.499,0.06,5.30134077770444e-74,"GPR132"
"LGMN",2.77928331410501e-78,0.732932826947847,0.353,0.002,6.70724442192962e-74,"LGMN"
"IVNS1ABP",3.31874955171208e-78,0.93228832702899,0.608,0.127,8.00913829314677e-74,"IVNS1ABP"
"RPS27",1.24758537988982e-77,0.794093347288142,0.994,0.965,3.01079779728811e-73,"RPS27"
"PNISR",2.21753268185435e-77,-1.09396130608311,0.793,0.876,5.35157162111909e-73,"PNISR"
"PEA15",4.26270762229528e-77,1.00182058872698,0.645,0.166,1.02871923048852e-72,"PEA15"
"BACH2",8.53798848562614e-77,0.917614845979117,0.707,0.214,2.06047276123616e-72,"BACH2"
"TGIF1",1.52882427972246e-76,1.00684475546049,0.689,0.209,3.68951163425421e-72,"TGIF1"
"HLA-DQA1",2.20996096325021e-76,0.88617415938007,0.978,0.77,5.33329879261174e-72,"HLA-DQA1"
"SESN3",4.59172262257724e-76,1.08965818793639,0.787,0.306,1.10812042050657e-71,"SESN3"
"DUSP4",9.03568940019465e-76,1.09803872915149,0.395,0.017,2.18058292294897e-71,"DUSP4"
"UBE2B",2.14187007189199e-75,0.877835858146705,0.842,0.382,5.16897504449695e-71,"UBE2B"
"MBP",4.20112920796186e-75,1.0051458830862,0.834,0.384,1.01385851175743e-70,"MBP"
"FCER2",1.22972041863793e-74,-0.780278329643747,0.792,0.755,2.96768428629892e-70,"FCER2"
"SDCBP",3.02531969048707e-73,0.856945607010303,0.644,0.169,7.30100400905244e-69,"SDCBP"
"ARID3A",7.62563971118979e-73,0.817855240223965,0.616,0.149,1.84029563150143e-68,"ARID3A"
"RGCC",1.09026178036362e-72,1.25449857639066,0.7,0.23,2.63112875455152e-68,"RGCC"
"PRKAR2A",4.88780061870448e-72,0.805723855702629,0.675,0.199,1.17957292331195e-67,"PRKAR2A"
"PLP2",6.89162272284935e-72,1.0228644899913,0.849,0.435,1.66315531170523e-67,"PLP2"
"MT-CO1",1.85694781543681e-71,-0.907196264910866,0.999,1,4.48137216299366e-67,"MT-CO1"
"MT-ND1",2.05755823179258e-71,-1.04023974791333,0.997,0.998,4.96550528078504e-67,"MT-ND1"
"ATP6V0C",2.28794648730947e-71,0.971494233990431,0.879,0.474,5.52150125782395e-67,"ATP6V0C"
"PPP1CB",5.19346291876313e-71,0.91708691354349,0.654,0.184,1.25333840618511e-66,"PPP1CB"
"SLC7A5",5.73573696749701e-71,0.87514901324543,0.526,0.091,1.38420540236605e-66,"SLC7A5"
"YWHAH",9.52140096474513e-71,1.11865738592121,0.662,0.205,2.29779969482194e-66,"YWHAH"
"MAPK1IP1L",1.92437528127886e-70,0.91062380802326,0.786,0.326,4.64409486631027e-66,"MAPK1IP1L"
"ACSM3",1.06336034950615e-69,1.08833279123731,0.724,0.253,2.56620753146319e-65,"ACSM3"
"AGO2",1.30047906248827e-69,0.545230096981787,0.421,0.053,3.13844612150295e-65,"AGO2"
"MARCH1",1.39430883151485e-69,-1.36703043851109,0.217,0.589,3.36488550309478e-65,"MARCH1"
"ACTG1",1.76184949972357e-69,1.10506646330743,0.974,0.808,4.25187139768289e-65,"ACTG1"
"SELENOS",2.34056329738908e-69,0.770436253580303,0.597,0.142,5.64848140558907e-65,"SELENOS"
"BTG2",1.11270252375682e-68,0.930794319900767,0.94,0.672,2.68528500058232e-64,"BTG2"
"HLA-B",1.49740968116456e-68,0.559115916923488,0.997,0.982,3.61369878355443e-64,"HLA-B"
"TRAF3IP3",1.81912647030404e-68,-1.20986706371207,0.323,0.627,4.39009791078474e-64,"TRAF3IP3"
"CXCL16",2.66909285796545e-68,0.77857208046377,0.482,0.07,6.44132179412801e-64,"CXCL16"
"ATP5F1B",2.75124353192179e-68,0.85529613707319,0.879,0.485,6.63957601558686e-64,"ATP5F1B"
"JOSD1",3.73175845327206e-68,0.716483502093498,0.474,0.068,9.00585267528147e-64,"JOSD1"
"CD52",4.41207800259048e-68,-0.793644543551033,0.959,0.887,1.06476678436516e-63,"CD52"
"PABPC1",5.9211508041915e-68,0.698855048917587,0.986,0.889,1.42895132357553e-63,"PABPC1"
"MAPRE1",6.7484050255793e-68,0.7423420468013,0.68,0.215,1.62859258482305e-63,"MAPRE1"
"UBE2A",7.15950207306679e-68,0.782912806976603,0.643,0.184,1.72780263529321e-63,"UBE2A"
"ARHGAP24",7.61055888830343e-68,-1.04053853967864,0.798,0.853,1.83665617651427e-63,"ARHGAP24"
"FAM177A1",8.08498803509435e-68,0.932949964141114,0.703,0.243,1.95115016250932e-63,"FAM177A1"
"BCL2L11",9.7029736535876e-68,0.750375202400949,0.474,0.068,2.3416186318203e-63,"BCL2L11"
"FTH1",1.00763122001126e-67,0.923620004593819,0.981,0.815,2.43171642325316e-63,"FTH1"
"HERPUD1",2.7867631821246e-67,1.00450507965603,0.824,0.407,6.7252955874213e-63,"HERPUD1"
"PTPN6",2.82998855716151e-67,-0.942780692441201,0.474,0.624,6.82961138499787e-63,"PTPN6"
"BLK",2.87389472075602e-67,-0.807292983056024,0.791,0.8,6.9355701296005e-63,"BLK"
"DDX21",3.83744913590923e-67,1.01925348677577,0.814,0.389,9.26091599968975e-63,"DDX21"
"HNRNPA2B1",7.12323736788022e-67,-0.77594330468689,0.976,0.906,1.71905087399053e-62,"HNRNPA2B1"
"LY9",2.51282358748533e-66,1.3551303874875,0.714,0.285,6.06419716367835e-62,"LY9"
"H2AFZ",2.83813841473753e-66,0.91116126542245,0.768,0.32,6.84927943628607e-62,"H2AFZ"
"BIRC3",9.59065275130647e-66,1.17763384079844,0.781,0.351,2.31451222847279e-61,"BIRC3"
"GNA13",1.01835667142393e-65,0.791844317891691,0.63,0.179,2.45760015514736e-61,"GNA13"
"RHOG",1.17622801654716e-65,0.834476294527353,0.732,0.281,2.83859107233327e-61,"RHOG"
"LAPTM4A",1.19271841173297e-65,0.833022873529499,0.699,0.243,2.87838734303517e-61,"LAPTM4A"
"MYL12B",1.37793646852408e-65,0.789584796920378,0.92,0.555,3.32537407948917e-61,"MYL12B"
"IKZF3",2.3638858040407e-65,-1.15197376117579,0.519,0.737,5.70476561089142e-61,"IKZF3"
"SLC25A3",2.38211893249717e-65,0.816121149417636,0.938,0.627,5.74876761979542e-61,"SLC25A3"
"TPT1",2.78231066632592e-65,0.606342562725906,0.989,0.917,6.71455033104433e-61,"TPT1"
"MAP7D1",3.12285899437874e-65,0.666057995627916,0.492,0.084,7.53639561113421e-61,"MAP7D1"
"NR4A1",3.2406944488552e-65,1.00431972451139,0.369,0.022,7.82076791342226e-61,"NR4A1"
"NFKB2",3.29711718730392e-65,0.699371754258397,0.597,0.157,7.95693290812055e-61,"NFKB2"
"SYNGR2",5.91700375641673e-65,0.886069221135408,0.922,0.631,1.42795051653605e-60,"SYNGR2"
"FCRLA",6.22874781953437e-65,-1.10680654328501,0.325,0.591,1.50318371128823e-60,"FCRLA"
"CYB561A3",7.61891020203692e-65,-0.997039138755783,0.522,0.687,1.83867159905757e-60,"CYB561A3"
"IGLC7",2.84656214188366e-64,-0.676390750330656,0.511,0.386,6.86960841700784e-60,"IGLC7"
"KRAS",3.63099915752465e-64,0.824807525230173,0.768,0.318,8.76269026685424e-60,"KRAS"
"RGS1",6.06299077068346e-64,1.00801959054944,0.459,0.066,1.46318156268904e-59,"RGS1"
"MT-ATP8",6.48871996066814e-64,-1.00190240998695,0.995,0.997,1.56592278810804e-59,"MT-ATP8"
"PNP",8.65088920105266e-64,0.753617493836557,0.434,0.053,2.08771909089004e-59,"PNP"
"SELENOK",1.31542594303284e-63,0.884515473981636,0.691,0.247,3.17451742832115e-59,"SELENOK"
"GNG5",1.34059335373211e-63,0.773186739343323,0.796,0.354,3.23525394056171e-59,"GNG5"
"ARFGAP3",2.3817624185746e-63,0.57265098555914,0.476,0.089,5.74790724474608e-59,"ARFGAP3"
"TMBIM1",4.62102265833281e-63,0.816557830714775,0.557,0.131,1.11519139813546e-58,"TMBIM1"
"HSPD1",5.79958667672635e-63,0.895233719722154,0.714,0.265,1.39961425269437e-58,"HSPD1"
"MAP2K3",1.76491901736421e-62,0.89338880644273,0.682,0.24,4.25927906460505e-58,"MAP2K3"
"GNB5",1.90807733514885e-62,0.82263737233417,0.724,0.276,4.60476303291471e-58,"GNB5"
"CD63",2.55478471826687e-62,0.885708092829304,0.665,0.225,6.16546196059345e-58,"CD63"
"UAP1",2.56960836711547e-62,0.521377334880165,0.412,0.056,6.20123587235977e-58,"UAP1"
"CD5",2.7301290994192e-62,0.893633117253294,0.754,0.318,6.58862055562836e-58,"CD5"
"BZW1",5.04616507721692e-62,0.731326027808001,0.827,0.397,1.21779101808476e-57,"BZW1"
"ARF1",7.19959152406766e-62,0.749891429806099,0.908,0.555,1.73747742250325e-57,"ARF1"
"RPS13",1.52410441687201e-61,0.588082754204735,0.983,0.849,3.67812118923721e-57,"RPS13"
"PAF1",2.29540703659101e-61,0.743030217279465,0.61,0.175,5.53950580140509e-57,"PAF1"
"CSRNP1",4.3707540321523e-61,0.711906122986692,0.624,0.189,1.05479407057932e-56,"CSRNP1"
"IGLV2-11",4.72081800491279e-61,-0.501866377390414,0.661,0.447,1.1392750091256e-56,"IGLV2-11"
"RIPOR2",5.23429510356915e-61,-1.07622460634951,0.621,0.795,1.26319243734434e-56,"RIPOR2"
"RBBP8",5.7030462938077e-61,0.675756021646204,0.443,0.065,1.37631616208461e-56,"RBBP8"
"PLEKHB2",7.84733717644409e-61,0.662272914539422,0.589,0.162,1.89379788079125e-56,"PLEKHB2"
"CNIH1",1.19459416755927e-60,0.724095797571479,0.601,0.171,2.88291410457078e-56,"CNIH1"
"GLUL",1.29756310951863e-60,0.860759177858655,0.677,0.237,3.13140905220132e-56,"GLUL"
"SC5D",1.46030754403101e-60,0.598965267180126,0.421,0.06,3.52416019601004e-56,"SC5D"
"UBE2N",1.689783718985e-60,0.599553105057232,0.718,0.281,4.0779550490265e-56,"UBE2N"
"SAR1A",2.36797390582549e-60,0.500680162057409,0.513,0.116,5.71463142692864e-56,"SAR1A"
"SREBF2",2.61157658261528e-60,0.57383809557452,0.56,0.154,6.30251776682547e-56,"SREBF2"
"LUC7L3",2.63395924868468e-60,-1.04372663865778,0.666,0.758,6.35653385485074e-56,"LUC7L3"
"ATP1A1",4.28720857622765e-60,0.737693498999568,0.682,0.243,1.03463204570102e-55,"ATP1A1"
"YWHAQ",5.23420906907444e-60,0.78106865156439,0.839,0.434,1.26317167463973e-55,"YWHAQ"
"RFTN1",1.03611745429894e-59,0.668247064802169,0.51,0.109,2.50046225245964e-55,"RFTN1"
"MAP1LC3A",1.13477344022085e-59,0.665404775766719,0.443,0.068,2.73854874328499e-55,"MAP1LC3A"
"PPFIBP2",1.18279955755941e-59,0.740806463387282,0.668,0.232,2.85445017225812e-55,"PPFIBP2"
"PDE4A",1.66208991703737e-59,0.664432320550902,0.418,0.055,4.01112159678629e-55,"PDE4A"
"ATP6V0D1",2.82392527587256e-59,0.721947336632092,0.647,0.214,6.81497886826325e-55,"ATP6V0D1"
"HNRNPA0",2.85368316252651e-59,0.585210774411992,0.878,0.477,6.88679357612522e-55,"HNRNPA0"
"S1PR1",2.89113366063473e-59,0.756676421065697,0.542,0.131,6.97717286320979e-55,"S1PR1"
"ST14",3.25924386882809e-59,0.729638578728193,0.629,0.199,7.86553322864283e-55,"ST14"
"VPS37B",3.54610265457094e-59,0.534149260731066,0.296,0.01,8.55780953627605e-55,"VPS37B"
"SERPINB9",4.19230621357008e-59,1.00920598242577,0.626,0.202,1.01172925852087e-54,"SERPINB9"
"UCP2",5.35722118203565e-59,0.851062342218194,0.966,0.722,1.29285818786066e-54,"UCP2"
"TNFRSF1B",5.51907081129118e-59,1.12061749028614,0.823,0.497,1.3319173588889e-54,"TNFRSF1B"
"NR1H2",8.44433738199928e-59,0.622192858887711,0.667,0.237,2.03787194039789e-54,"NR1H2"
"ARRDC2",8.60800567422601e-59,0.510943834335477,0.454,0.088,2.07737000936096e-54,"ARRDC2"
"LINC00926",1.0654488159928e-58,-1.33497041866717,0.582,0.732,2.57124762763543e-54,"LINC00926"
"AFF3",1.43519481178484e-58,-0.947636487424979,0.74,0.77,3.46355563928035e-54,"AFF3"
"HLA-A",1.43541038527545e-58,0.646516013108785,0.987,0.864,3.46407588278525e-54,"HLA-A"
"RPN1",2.19374849765879e-58,0.697057296245852,0.69,0.257,5.29417324939996e-54,"RPN1"
"STX5",2.52992797324231e-58,0.652510870567748,0.585,0.167,6.10547517782566e-54,"STX5"
"RELA",2.84412073598323e-58,0.668176334206031,0.599,0.177,6.86371657214832e-54,"RELA"
"VIM",6.75100195812711e-58,1.03877797387065,0.96,0.776,1.62921930255482e-53,"VIM"
"SLC3A2",9.54639174077702e-58,0.666713109226775,0.648,0.222,2.30383071880172e-53,"SLC3A2"
"CD164",9.59732061609759e-58,0.631517993480518,0.805,0.384,2.31612138428283e-53,"CD164"
"RELB",1.07486336299869e-57,0.568533064627587,0.751,0.329,2.59396775392474e-53,"RELB"
"EMD",1.14958213225095e-57,0.766488089437593,0.779,0.364,2.77428655976121e-53,"EMD"
"RHEB",1.16241788065536e-57,0.584997107052208,0.494,0.106,2.80526307138559e-53,"RHEB"
"CCDC88A",1.45883641955889e-57,-1.04927912144919,0.629,0.707,3.52060993132146e-53,"CCDC88A"
"CSNK1D",2.99895032767565e-57,0.7123228421215,0.698,0.268,7.23736682577964e-53,"CSNK1D"
"G3BP1",3.13124358998449e-57,0.647110473261927,0.73,0.301,7.55663015570956e-53,"G3BP1"
"EIF3A",3.55215256496952e-57,0.895637512924658,0.819,0.434,8.57240978504094e-53,"EIF3A"
"PHF1",3.90246798661207e-57,0.558034473506023,0.708,0.288,9.41782599209091e-53,"PHF1"
"NOSIP",5.47013014820989e-57,-0.634891008882534,0.753,0.704,1.32010650866749e-52,"NOSIP"
"GGA2",6.71716962487703e-57,0.795420006936871,0.898,0.571,1.62105454557157e-52,"GGA2"
"PRKAR1A",7.44471160991164e-57,0.742422008563644,0.8,0.386,1.79663225281998e-52,"PRKAR1A"
"ZNF331",9.31825134392296e-57,1.2221417184717,0.528,0.134,2.24877359682893e-52,"ZNF331"
"TUBB2A",1.00021873990235e-56,0.624700741477028,0.392,0.048,2.41382788500634e-52,"TUBB2A"
"STX11",1.12702633617638e-56,0.556654289800754,0.369,0.036,2.71985265709445e-52,"STX11"
"NUP98",1.22648823611798e-56,0.577879561388906,0.615,0.202,2.95988406022353e-52,"NUP98"
"ISCA1",1.3255851179736e-56,0.683644842829747,0.561,0.152,3.1990345652057e-52,"ISCA1"
"CDK14",1.32741985116029e-56,-0.986291105971494,0.545,0.613,3.20346232680512e-52,"CDK14"
"KDM4B",1.39807986767019e-56,0.860230083135931,0.74,0.321,3.37398614464848e-52,"KDM4B"
"RPS21",1.49863266365085e-56,0.531032961924995,0.983,0.853,3.61665020718859e-52,"RPS21"
"STAU1",1.84534839146675e-56,0.569510192517655,0.628,0.212,4.45337927312672e-52,"STAU1"
"SRSF5",1.96544426998055e-56,-0.566586251273207,0.861,0.783,4.74320665674406e-52,"SRSF5"
"MORF4L2",4.66110824157832e-56,0.616800572823172,0.551,0.151,1.1248652519401e-51,"MORF4L2"
"HIST1H4C",5.21080460724106e-56,0.934851603856249,0.923,0.632,1.25752347586548e-51,"HIST1H4C"
"SAMSN1",5.709476907908e-56,0.81680493033782,0.545,0.142,1.37786806218544e-51,"SAMSN1"
"RAC2",9.28132565800047e-56,-0.592128408756865,0.8,0.722,2.23986232104525e-51,"RAC2"
"YBX3",1.01600335500026e-55,0.842186061660628,0.88,0.546,2.45192089662212e-51,"YBX3"
"GNL1",1.10500229237883e-55,0.655053221860872,0.603,0.19,2.66670203219784e-51,"GNL1"
"PARP15",1.30705360726782e-55,-1.106927059156,0.527,0.611,3.15431247041943e-51,"PARP15"
"GPR183",2.24806978581395e-55,1.63713998892253,0.564,0.195,5.42526681410481e-51,"GPR183"
"RAN",2.84992922808442e-55,0.595011097226896,0.907,0.546,6.87773420613614e-51,"RAN"
"PNN",3.18441501821552e-55,-0.956710528577251,0.654,0.702,7.6849487634595e-51,"PNN"
"KCTD20",3.39029073467378e-55,0.772501171375442,0.517,0.124,8.18178862998822e-51,"KCTD20"
"LRMP",3.56250329975245e-55,-1.10600638286831,0.434,0.575,8.59738921329259e-51,"LRMP"
"CAPZA2",3.67165471364926e-55,0.562704642774008,0.644,0.232,8.86080432044976e-51,"CAPZA2"
"ZHX2",3.86512790367741e-55,0.494424661636878,0.545,0.159,9.3277131699447e-51,"ZHX2"
"TXNIP",4.37923455751198e-55,-1.02416555445188,0.79,0.925,1.05684067576437e-50,"TXNIP"
"ATP1B3",5.40620196543629e-55,0.769289763021131,0.626,0.21,1.30467872031874e-50,"ATP1B3"
"BCL3",9.42044701162294e-55,0.567027116649402,0.438,0.078,2.27343647731496e-50,"BCL3"
"ARF4",1.47025875483225e-54,0.72522941235024,0.671,0.253,3.54817545303667e-50,"ARF4"
"FBXO21",1.91779507232736e-54,0.508586133418562,0.624,0.227,4.62821484804761e-50,"FBXO21"
"KPNA2",2.03692472813008e-54,0.666991139534425,0.457,0.088,4.91571044639633e-50,"KPNA2"
"DUSP10",2.44755943652769e-54,0.621077123918769,0.403,0.058,5.90669518817227e-50,"DUSP10"
"R3HDM4",2.4755017296583e-54,0.687816079645374,0.802,0.397,5.97412832418438e-50,"R3HDM4"
"TMEM43",2.74357467885647e-54,0.535279366061998,0.514,0.132,6.62106877248432e-50,"TMEM43"
"LSP1",3.02233539031586e-54,-0.457056175679459,0.849,0.73,7.29380199744926e-50,"LSP1"
"AC004687.1",3.09018196477523e-54,-1.09207666952458,0.628,0.682,7.45753613559206e-50,"AC004687.1"
"IL21R",3.13992269466432e-54,0.397279733911085,0.434,0.099,7.5775754390334e-50,"IL21R"
"SRPRA",3.4176275938845e-54,0.562869969298905,0.733,0.321,8.24776067232147e-50,"SRPRA"
"TMBIM6",3.57072867226377e-54,0.665653850170225,0.929,0.614,8.61723950477415e-50,"TMBIM6"
"MAD1L1",3.86567118438732e-54,0.607899919940239,0.571,0.174,9.32902426928191e-50,"MAD1L1"
"SYK",4.30543823389366e-54,-0.83599040282365,0.624,0.712,1.03903140898556e-49,"SYK"
"BORCS5",4.68173210085924e-54,0.532783454241517,0.514,0.139,1.12984240790036e-49,"BORCS5"
"SERTAD1",5.2123816317786e-54,0.599324921154916,0.446,0.083,1.25790405919713e-49,"SERTAD1"
"STMN1",5.30357803104111e-54,0.653734129213537,0.656,0.242,1.27991248623115e-49,"STMN1"
"CLIC1",9.40030758802319e-54,0.753393548437364,0.918,0.614,2.26857623021764e-49,"CLIC1"
"EVL",9.45710251842155e-54,-0.84061281642773,0.61,0.702,2.28228255077067e-49,"EVL"
