"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"CD19",4.67993817733794e-31,-0.523098338903792,0.518,0.553,1.12940948033696e-26,"CD19"
"DYNC1LI2",4.76613910292926e-31,0.0671424668513755,0.393,0.179,1.15021234970992e-26,"DYNC1LI2"
"SMCHD1",4.91953011754268e-31,-0.666700572466553,0.906,0.844,1.18723020326658e-26,"SMCHD1"
"CNTRL",4.95430751106245e-31,-0.217098586962984,0.511,0.364,1.1956230316447e-26,"CNTRL"
"SUCO",5.14997072994007e-31,0.105919200125779,0.374,0.167,1.24284243625644e-26,"SUCO"
"KANSL1",5.15387086433517e-31,-0.376665821351004,0.448,0.361,1.24378365569001e-26,"KANSL1"
"SCFD1",5.1842571886651e-31,0.116411496366202,0.418,0.194,1.25111678734055e-26,"SCFD1"
"MCM6",5.20824935996288e-31,0.238461463539793,0.232,0.04,1.25690681803984e-26,"MCM6"
"SNRPA",5.22003243210981e-31,-0.601565410912945,0.358,0.439,1.25975042684106e-26,"SNRPA"
"RTN4",5.43369502523922e-31,0.353720281695497,0.728,0.422,1.31131362044098e-26,"RTN4"
"ZC3H12A",5.44014387618115e-31,0.17743985829742,0.343,0.116,1.3128699216388e-26,"ZC3H12A"
"MTG1",5.50810486222665e-31,-0.637542777444081,0.296,0.369,1.32927094640116e-26,"MTG1"
"SUDS3",5.55008346471887e-31,-0.0192154454389624,0.436,0.247,1.3394016425406e-26,"SUDS3"
"EWSR1",5.55080438543235e-31,-0.253158589181814,0.657,0.522,1.33957562233639e-26,"EWSR1"
"MAST4",5.56194352340266e-31,-0.623519859427254,0.338,0.376,1.34226383050276e-26,"MAST4"
"HIVEP2",5.85382645565383e-31,0.118333309767022,0.409,0.19,1.41270393854294e-26,"HIVEP2"
"S1PR4",5.90893666639516e-31,0.320855793489614,0.446,0.174,1.42600368570114e-26,"S1PR4"
"ATP5MC3",6.00245325913138e-31,-0.0185057781993507,0.694,0.483,1.44857204502618e-26,"ATP5MC3"
"CLINT1",6.33085729028228e-31,-0.22716026113823,0.51,0.374,1.52782578986382e-26,"CLINT1"
"NELFA",6.42583677455168e-31,0.175045941365612,0.321,0.111,1.55074718880256e-26,"NELFA"
"CCT7",6.4657990152153e-31,0.0762905860633563,0.531,0.31,1.56039127634191e-26,"CCT7"
"CDKN1B",6.74780832583752e-31,0.307814014452434,0.547,0.26,1.62844858327437e-26,"CDKN1B"
"SEC23B",6.79315401090775e-31,0.314340864908183,0.411,0.146,1.63939185745237e-26,"SEC23B"
"RBM23",7.10768974807895e-31,0.0271056684453985,0.386,0.187,1.71529876690389e-26,"RBM23"
"CAPZB",7.13151502006902e-31,-0.181380475898535,0.624,0.493,1.72104851979326e-26,"CAPZB"
"C15orf39",7.1434412304604e-31,0.309542336770083,0.231,0.03,1.72392667214701e-26,"C15orf39"
"RIC1",7.3340771886904e-31,-0.431513051071102,0.394,0.351,1.76993284794665e-26,"RIC1"
"MARCKSL1",7.33888716503447e-31,0.469431908708249,0.464,0.175,1.77109363953777e-26,"MARCKSL1"
"GNPTAB",7.43408622578696e-31,-0.0314231234492774,0.602,0.376,1.79406802886917e-26,"GNPTAB"
"GNL2",7.44828024996245e-31,0.174788109012494,0.366,0.142,1.79749347272344e-26,"GNL2"
"HNRNPK",7.49993586289742e-31,0.34806430828099,0.94,0.71,1.80995952179303e-26,"HNRNPK"
"TAOK3",7.54268581415057e-31,-0.544232923692518,0.518,0.505,1.82027636752896e-26,"TAOK3"
"PCMTD1",8.13076397994009e-31,-0.182471871800199,0.452,0.306,1.96219727127894e-26,"PCMTD1"
"IK",8.16258389967539e-31,0.244209107438237,0.64,0.354,1.96987637250866e-26,"IK"
"KHDC4",8.21668172198968e-31,-0.318803755974481,0.344,0.255,1.98293179996777e-26,"KHDC4"
"COPG1",8.34271336707783e-31,0.0643497125612555,0.357,0.157,2.01334701687689e-26,"COPG1"
"RPL3",8.37758069598048e-31,0.323090764049989,0.987,0.897,2.02176154936097e-26,"RPL3"
"ANKRD36C",8.64784798772938e-31,-0.266361427900141,0.286,0.187,2.08698515487873e-26,"ANKRD36C"
"PHF11",8.85062467250334e-31,-0.616854299865295,0.051,0.268,2.13592125221523e-26,"PHF11"
"SLC25A36",9.05636508443645e-31,-0.12832278438453,0.468,0.301,2.18557258582705e-26,"SLC25A36"
"KIF2A",9.21958077500645e-31,0.140226591966007,0.495,0.253,2.22496142843231e-26,"KIF2A"
"DCAF7",9.49164993907544e-31,0.168344418872558,0.565,0.308,2.29061987979708e-26,"DCAF7"
"FBXO34",9.54116451501243e-31,0.289955813581853,0.309,0.083,2.30256923240795e-26,"FBXO34"
"KDM7A",9.69658672878907e-31,-0.0302086564777561,0.407,0.214,2.34007727525867e-26,"KDM7A"
"RAD21",9.72908546225074e-31,0.245961415986229,0.7,0.412,2.34792019460497e-26,"RAD21"
"CDC42SE1",9.81536407237333e-31,0.301065906088462,0.73,0.432,2.36874181158586e-26,"CDC42SE1"
"ZFC3H1",9.85932576678185e-31,-0.450879207523373,0.404,0.373,2.37935108729746e-26,"ZFC3H1"
"UTRN",1.01377726191953e-30,-0.571193955038961,0.339,0.373,2.4465486661904e-26,"UTRN"
"NSA2",1.04153819499655e-30,0.108544578428704,0.776,0.528,2.51354412598518e-26,"NSA2"
"VMP1",1.04692166980854e-30,0.0210306886932931,0.533,0.315,2.52653606574895e-26,"VMP1"
"HLA-DMB",1.04723991299673e-30,-0.427872552512719,0.778,0.725,2.52730408203501e-26,"HLA-DMB"
"SCAF4",1.06593923561956e-30,-0.539648508532513,0.439,0.422,2.5724311573207e-26,"SCAF4"
"SEC22C",1.07469534310459e-30,0.231404645310676,0.338,0.109,2.5935622715143e-26,"SEC22C"
"GRK6",1.07919111227484e-30,0.17866866017153,0.381,0.151,2.60441191125288e-26,"GRK6"
"NOP56",1.08532580633314e-30,0.198470723488563,0.464,0.214,2.61921676842376e-26,"NOP56"
"FAU",1.08874345939138e-30,0.30844065875709,0.983,0.869,2.62746459054921e-26,"FAU"
"PCF11",1.11727065889047e-30,-0.503042091792423,0.422,0.417,2.69630928110037e-26,"PCF11"
"TOM1",1.13018980683421e-30,0.217034359242586,0.509,0.248,2.72748706083301e-26,"TOM1"
"NELFE",1.14747623784945e-30,0.356392253216309,0.499,0.212,2.76920440480208e-26,"NELFE"
"PSMD8",1.17430504859238e-30,0.290416294389986,0.631,0.343,2.833950373768e-26,"PSMD8"
"PSME3",1.18844089540483e-30,0.291887930771478,0.472,0.202,2.86806441288048e-26,"PSME3"
"MRPL50",1.20216242001065e-30,0.366718371893708,0.339,0.088,2.90117856821171e-26,"MRPL50"
"SNX8",1.20477733600251e-30,0.291936331493301,0.458,0.185,2.90748914497486e-26,"SNX8"
"ST13",1.25037614690166e-30,0.12274875143473,0.759,0.513,3.01753275531777e-26,"ST13"
"UPF2",1.26910190363369e-30,-0.170591247416417,0.654,0.478,3.06272362403919e-26,"UPF2"
"PSMB9",1.27417383583344e-30,-0.422066566052848,0.527,0.518,3.07496371801684e-26,"PSMB9"
"ITM2B",1.28646804099661e-30,0.225158544727508,0.792,0.522,3.10463332333712e-26,"ITM2B"
"KAT6A",1.30900036479074e-30,0.183273986244838,0.491,0.242,3.15901058034949e-26,"KAT6A"
"CHST15",1.31219895232621e-30,0.0923819740670865,0.253,0.079,3.16672973164885e-26,"CHST15"
"ARID4A",1.32256774729762e-30,0.000913758571939205,0.49,0.283,3.19175274455336e-26,"ARID4A"
"SYNRG",1.33963292864854e-30,-0.363477675893663,0.481,0.406,3.23293614670752e-26,"SYNRG"
"NAA50",1.34032978005641e-30,0.263443364437919,0.538,0.26,3.23461785821014e-26,"NAA50"
"SAFB2",1.3936400451735e-30,-0.103900567716374,0.431,0.243,3.36327152101721e-26,"SAFB2"
"UQCRFS1",1.41663696402382e-30,0.22899434623722,0.672,0.394,3.41876998527869e-26,"UQCRFS1"
"KLF2",1.43021029856867e-30,-0.638237055927884,0.406,0.46,3.45152651353577e-26,"KLF2"
"STX12",1.49132042574006e-30,0.0494205667074149,0.486,0.262,3.59900358343849e-26,"STX12"
"AFF4",1.52418611394132e-30,-0.0031034269232566,0.69,0.46,3.67831834877459e-26,"AFF4"
"RPL13",1.52651870227787e-30,0.290420943508748,0.985,0.952,3.68394758420718e-26,"RPL13"
"DDX50",1.52877886121171e-30,0.105433938984225,0.407,0.195,3.68940202576223e-26,"DDX50"
"PCNX4",1.53144311899481e-30,0.192134534489518,0.342,0.124,3.69583167907018e-26,"PCNX4"
"HGS",1.53682546011038e-30,-0.160366444771429,0.358,0.224,3.70882088288439e-26,"HGS"
"CHMP1A",1.56803415601412e-30,0.192583216928183,0.423,0.185,3.78413682870889e-26,"CHMP1A"
"MORC3",1.56815415030841e-30,0.0709252393630289,0.663,0.417,3.78442641093929e-26,"MORC3"
"LMNB1",1.58779873284689e-30,0.250186467064262,0.3,0.076,3.83183468197939e-26,"LMNB1"
"EIF3F",1.60772051524297e-30,0.30741381406517,0.907,0.656,3.87991191943586e-26,"EIF3F"
"USP15",1.62865279698744e-30,-0.236880394458364,0.702,0.536,3.93042779496979e-26,"USP15"
"SLC1A4",1.63306170972119e-30,0.278191634446787,0.168,0.007,3.94106782407014e-26,"SLC1A4"
"ELMO1",1.63547910913223e-30,-0.34806917385064,0.478,0.391,3.94690173406882e-26,"ELMO1"
"PAK2",1.6388633371222e-30,0.227230501160338,0.837,0.563,3.95506889147702e-26,"PAK2"
"MRPL41",1.65626139570652e-30,0.176958433819719,0.497,0.242,3.99705562625855e-26,"MRPL41"
"RNPS1",1.67366982080635e-30,0.281348696781804,0.784,0.5,4.03906737855197e-26,"RNPS1"
"BANP",1.70503237478722e-30,0.309736549616522,0.386,0.134,4.114754630074e-26,"BANP"
"GDI1",1.72846319492074e-30,0.15938413749629,0.534,0.273,4.17130022830223e-26,"GDI1"
"BIRC6",1.75277889794854e-30,-0.417872462318828,0.504,0.434,4.2299813144192e-26,"BIRC6"
"RRP7A",1.83978027258812e-30,0.115854947129961,0.444,0.227,4.43994173183691e-26,"RRP7A"
"AC020916.1",1.86073027525164e-30,0.338158870499249,0.284,0.06,4.49050037326479e-26,"AC020916.1"
"STK40",1.88460111737809e-30,0.200495134562254,0.292,0.084,4.54810787656855e-26,"STK40"
"RSBN1L",1.89726173884832e-30,-0.401756892387756,0.454,0.432,4.57866175436265e-26,"RSBN1L"
"ZBTB32",1.95956140119261e-30,0.475703753300566,0.527,0.227,4.72900952949811e-26,"ZBTB32"
"CAND1",1.96980943524402e-30,0.0633820924019899,0.505,0.273,4.7537411100744e-26,"CAND1"
"TBC1D15",1.99068042012868e-30,0.291284538553125,0.301,0.073,4.80410905789654e-26,"TBC1D15"
"BACE2",2.00859970830916e-30,0.538977177475528,0.643,0.329,4.84735367606251e-26,"BACE2"
"OSBPL8",2.04868641085748e-30,0.283574683807479,0.565,0.283,4.94409491532237e-26,"OSBPL8"
"NCAPH2",2.06000650449245e-30,0.167087419359085,0.267,0.073,4.97141369729162e-26,"NCAPH2"
"NT5C",2.10752029021735e-30,-0.193075747664538,0.704,0.548,5.08607871638154e-26,"NT5C"
"RAB8A",2.12510072597346e-30,0.229278509395777,0.556,0.29,5.12850558199175e-26,"RAB8A"
"BIRC2",2.19397467406035e-30,0.193980341445416,0.44,0.202,5.29471908090984e-26,"BIRC2"
"TUBB6",2.25061866342435e-30,0.286447194626357,0.216,0.023,5.43141802044199e-26,"TUBB6"
"PCBP1",2.36286582679524e-30,0.285690985931627,0.852,0.583,5.70230409980496e-26,"PCBP1"
"BTLA",2.40275576403433e-30,-0.76029900707191,0.135,0.343,5.79857048534406e-26,"BTLA"
"RALY",2.47502441817571e-30,0.206072738044215,0.647,0.377,5.97297642838343e-26,"RALY"
"ATP2A3",2.48858378260454e-30,0.250792372792082,0.827,0.551,6.00569924255953e-26,"ATP2A3"
"STARD4",2.50436205460121e-30,0.292854818683831,0.237,0.035,6.04377694636911e-26,"STARD4"
"TAOK1",2.53527890377396e-30,0.0409699177583502,0.435,0.222,6.11838857847769e-26,"TAOK1"
"TAX1BP1",2.57014597582673e-30,0.30620230181705,0.755,0.46,6.20253328346266e-26,"TAX1BP1"
"KHDRBS1",2.62585958669997e-30,0.259297930127269,0.71,0.422,6.33698694058305e-26,"KHDRBS1"
"ARID1B",2.67645361720363e-30,-0.580712598491066,0.54,0.507,6.45908551439753e-26,"ARID1B"
"ERLEC1",2.69417450434339e-30,0.0924963352012353,0.369,0.166,6.5018513313319e-26,"ERLEC1"
"PPRC1",2.75722479990253e-30,0.254138943447545,0.278,0.065,6.65401060960477e-26,"PPRC1"
"SF3A1",2.76667618703515e-30,0.332081093176569,0.598,0.305,6.67681964217193e-26,"SF3A1"
"CEBPZ",2.76850886103513e-30,0.236132389385051,0.533,0.262,6.68124243433608e-26,"CEBPZ"
"INSIG2",2.86227885141574e-30,0.280104283191111,0.341,0.109,6.9075375521216e-26,"INSIG2"
"RAB30",2.88139177056835e-30,0.253052880472863,0.547,0.275,6.9536627599126e-26,"RAB30"
"TRIM26",2.92153139575637e-30,0.226563950562572,0.348,0.124,7.05053171737885e-26,"TRIM26"
"MOB2",2.96496407802398e-30,0.282178675345195,0.36,0.116,7.15534780949526e-26,"MOB2"
"SLC12A6",3.00946256856849e-30,-0.122300437496044,0.446,0.283,7.26273601672634e-26,"SLC12A6"
"ZNF107",3.02790077611362e-30,-0.390944689317536,0.527,0.444,7.307232942995e-26,"ZNF107"
"SRRM1",3.17073329936642e-30,0.325730540743002,0.823,0.538,7.65193067136097e-26,"SRRM1"
"PPP6R3",3.19529700397835e-30,0.0829128598517194,0.432,0.222,7.71121025970094e-26,"PPP6R3"
"IKZF1",3.19727868067475e-30,-0.682503856926685,0.374,0.487,7.71599264007238e-26,"IKZF1"
"GOLGA8B",3.20339650210209e-30,-0.750275850632495,0.199,0.323,7.73075677852296e-26,"GOLGA8B"
"PRPF8",3.26174804180103e-30,0.109685742816053,0.721,0.465,7.87157654927843e-26,"PRPF8"
"ABR",3.28419978032629e-30,-0.126227468355453,0.341,0.197,7.92575932986143e-26,"ABR"
"AP2S1",3.48710981308506e-30,-0.233542141584258,0.501,0.419,8.41544211191818e-26,"AP2S1"
"RPS20",3.5774980992134e-30,0.387731261918564,0.971,0.82,8.6335761628317e-26,"RPS20"
"UQCRB",3.67104877369031e-30,0.26305506808878,0.888,0.634,8.85934200554681e-26,"UQCRB"
"AP1G2",3.6824093674877e-30,-0.504553048113132,0.304,0.323,8.88675852655806e-26,"AP1G2"
"CAST",3.9192322132829e-30,0.384795038496211,0.843,0.561,9.45828310031562e-26,"CAST"
"TP53BP1",3.99586039531488e-30,0.200685713634546,0.44,0.2,9.6432098920134e-26,"TP53BP1"
"ARPC1B",4.10069191233332e-30,-0.359392004499318,0.492,0.465,9.896199792034e-26,"ARPC1B"
"PDCD5",4.2441263397397e-30,0.19093329104272,0.503,0.252,1.02423500956938e-25,"PDCD5"
"PHKB",4.24482607103724e-30,-0.530743969235731,0.321,0.366,1.02440387572342e-25,"PHKB"
"IWS1",4.28971727483408e-30,0.0649721660364104,0.365,0.171,1.03523746993571e-25,"IWS1"
"AUP1",4.37897302266743e-30,-0.120149086246128,0.7,0.508,1.05677755956033e-25,"AUP1"
"NDEL1",4.41694241455935e-30,0.27027877433806,0.432,0.175,1.06594071290561e-25,"NDEL1"
"GALNT2",4.47593765877647e-30,-0.00722757213712621,0.386,0.195,1.08017803519253e-25,"GALNT2"
"MTSS1",4.48418749945497e-30,-0.36979600277222,0.721,0.609,1.08216896924347e-25,"MTSS1"
"NDUFA1",4.53583521448037e-30,-0.0209256277364664,0.707,0.502,1.09463311231055e-25,"NDUFA1"
"CASP8",4.53721855636873e-30,-0.400530210651876,0.383,0.315,1.09496695420846e-25,"CASP8"
"IFT57",4.57278307801418e-30,0.149112277787901,0.681,0.421,1.10354974021716e-25,"IFT57"
"IMPDH2",4.59606324199867e-30,0.309998264469583,0.51,0.237,1.10916794219154e-25,"IMPDH2"
"ASH1L",4.65737492205579e-30,-0.285036203195716,0.579,0.434,1.12396428993972e-25,"ASH1L"
"WDR83OS",4.68019123292373e-30,-0.0832070563969605,0.636,0.46,1.12947055024148e-25,"WDR83OS"
"HAT1",4.68170613963284e-30,0.256060558790279,0.432,0.177,1.12983614267759e-25,"HAT1"
"RER1",4.81447205027285e-30,0.0634592827282443,0.441,0.228,1.16187653989235e-25,"RER1"
"TOB2",4.81947214563828e-30,0.351655079091639,0.401,0.137,1.16308321290689e-25,"TOB2"
"MAPK8IP3",4.83383369406786e-30,-0.114917443001843,0.513,0.325,1.1665490853894e-25,"MAPK8IP3"
"RSRC2",4.90803776726719e-30,0.198788584743595,0.693,0.416,1.18445675437459e-25,"RSRC2"
"GPBP1L1",5.06944080389558e-30,0.133894178839337,0.452,0.215,1.22340814920412e-25,"GPBP1L1"
"PTBP3",5.26465704720398e-30,-0.0242989159504838,0.574,0.358,1.27051968520174e-25,"PTBP3"
"PNO1",5.33256325324154e-30,0.236264914032986,0.304,0.088,1.28690748990478e-25,"PNO1"
"UQCR11",5.66622093191158e-30,-0.0811770390359561,0.656,0.493,1.36742909749822e-25,"UQCR11"
"TSR1",5.71659635910148e-30,0.0111074519706496,0.25,0.099,1.37958619934196e-25,"TSR1"
"RCE1",5.75622436324469e-30,0.281052421740052,0.357,0.116,1.38914962558184e-25,"RCE1"
"CDK11A",5.75704939187934e-30,-0.315617078635364,0.406,0.311,1.38934872974224e-25,"CDK11A"
"BLNK",5.76275637899168e-30,-0.513599868268631,0.588,0.571,1.39072599694206e-25,"BLNK"
"JMJD1C",5.87526199747461e-30,-0.609119103449473,0.7,0.667,1.41787697785055e-25,"JMJD1C"
"GSKIP",5.89366758673608e-30,0.269691521893517,0.301,0.079,1.42231879870702e-25,"GSKIP"
"TUBB",5.92225240474407e-30,0.195675650243835,0.746,0.474,1.42921717283689e-25,"TUBB"
"XIAP",6.01870789316632e-30,0.0775361937480146,0.371,0.164,1.45249477585783e-25,"XIAP"
"ANKRD36B",6.30990683070276e-30,-0.35206875893038,0.314,0.26,1.5227698154535e-25,"ANKRD36B"
"NUDT3",6.36900186560151e-30,0.170179972842881,0.448,0.215,1.53703122022561e-25,"NUDT3"
"RAB4A",6.3944963269945e-30,0.181054219320899,0.444,0.207,1.54318379859358e-25,"RAB4A"
"PPM1K",6.47419577112184e-30,-0.617696105387767,0.486,0.522,1.56241766544483e-25,"PPM1K"
"XRN2",6.57056768237379e-30,0.312411660925787,0.568,0.281,1.58567509878727e-25,"XRN2"
"KATNBL1",6.78886555740462e-30,-0.0594813165261221,0.429,0.252,1.63835692496846e-25,"KATNBL1"
"MCM5",6.85031885424188e-30,0.234740068171942,0.724,0.444,1.65318744909419e-25,"MCM5"
"SENP5",6.92416230620791e-30,0.032742561199228,0.341,0.156,1.67100808935715e-25,"SENP5"
"COPS2",6.92959127736369e-30,0.282589788387111,0.395,0.144,1.67231826296618e-25,"COPS2"
"SMG1",6.99054336078126e-30,-0.301706801072207,0.672,0.517,1.68702782925734e-25,"SMG1"
"EEA1",7.28160171385172e-30,0.170335759769677,0.397,0.174,1.75726894160384e-25,"EEA1"
"GSAP",7.30273059492884e-30,-0.753696102801534,0.198,0.358,1.76236797447418e-25,"GSAP"
"RPL22L1",7.3053749496569e-30,-0.00271173963585758,0.653,0.437,1.7630061366007e-25,"RPL22L1"
"DESI2",7.43836315737716e-30,0.259758631927984,0.386,0.141,1.79510018076983e-25,"DESI2"
"AC008105.3",7.69176679739092e-30,-0.00699324994314932,0.344,0.164,1.85625408121435e-25,"AC008105.3"
"UBE2D3",8.09667157800591e-30,0.40551143675368,0.842,0.561,1.95396975192017e-25,"UBE2D3"
"HNRNPA3",8.14650671701109e-30,0.0639790584781039,0.866,0.632,1.96599646601629e-25,"HNRNPA3"
"FUS",8.17512865543552e-30,-0.317030657453073,0.886,0.747,1.97290379841625e-25,"FUS"
"TOPORS",8.17621408662049e-30,0.238682036692739,0.356,0.123,1.97316574552412e-25,"TOPORS"
"PRPF4",8.58552973717614e-30,0.206750710735125,0.312,0.096,2.07194589147272e-25,"PRPF4"
"CIAO1",8.90075818634846e-30,-0.0236000641639209,0.418,0.232,2.14801997311147e-25,"CIAO1"
"DNAJC2",8.92549290528215e-30,0.0315345340884773,0.482,0.275,2.15398920283174e-25,"DNAJC2"
"AL133415.1",9.09343724440163e-30,0.506820080929525,0.283,0.055,2.19451921019145e-25,"AL133415.1"
"E2F3",9.12378619589087e-30,0.235956661779808,0.258,0.06,2.20184332265434e-25,"E2F3"
"TBCC",9.20190732743963e-30,0.27746786801578,0.397,0.146,2.22069629533101e-25,"TBCC"
"PRRC2A",9.4393850074186e-30,0.285681760798289,0.565,0.283,2.27800678384033e-25,"PRRC2A"
"CBFB",9.53764068059922e-30,0.190710915867382,0.333,0.121,2.30171882544901e-25,"CBFB"
"HSD17B4",9.78346850372666e-30,-0.759180819237958,0.214,0.369,2.36104445400435e-25,"HSD17B4"
"RSPRY1",9.84247497241344e-30,0.291195291381808,0.302,0.076,2.37528448509254e-25,"RSPRY1"
"UBR1",9.91841524869163e-30,0.0646856239632998,0.309,0.127,2.39361115196675e-25,"UBR1"
"ZFAND2B",1.0073585384649e-29,0.16853959371279,0.343,0.131,2.43105836087733e-25,"ZFAND2B"
"LPP",1.00812692942151e-29,-0.706342194827462,0.388,0.449,2.43291271877294e-25,"LPP"
"DIS3",1.01571993252663e-29,0.0416161736844359,0.309,0.132,2.45123691316651e-25,"DIS3"
"GTPBP4",1.03503784923723e-29,0.289759460183927,0.386,0.137,2.49785684156422e-25,"GTPBP4"
"HSH2D",1.06622525146907e-29,-0.696625484903775,0.459,0.508,2.57312139937032e-25,"HSH2D"
"ATRX",1.10590691746258e-29,-0.418815216112749,0.689,0.634,2.66888516391243e-25,"ATRX"
"CCT2",1.12530856536245e-29,0.306715938084774,0.594,0.308,2.71570716078921e-25,"CCT2"
"MGA",1.12947044733832e-29,-0.0752996054182654,0.352,0.194,2.72575103056156e-25,"MGA"
"ANAPC5",1.13450271980344e-29,-0.417300928620272,0.468,0.442,2.73789541370163e-25,"ANAPC5"
"TRIR",1.14743462723818e-29,0.209923050134409,0.885,0.639,2.76910398591389e-25,"TRIR"
"TGFBR2",1.15770341585897e-29,-0.345283398961146,0.626,0.535,2.79388565349245e-25,"TGFBR2"
"LMBRD1",1.16020356649421e-29,-0.363525721760436,0.628,0.512,2.79991926702047e-25,"LMBRD1"
"HNRNPD",1.18815980918684e-29,0.0437135284253445,0.592,0.371,2.86738606751059e-25,"HNRNPD"
"SPPL2A",1.22740347687462e-29,0.0255259241165755,0.483,0.267,2.96209281074151e-25,"SPPL2A"
"UBR4",1.22996292043901e-29,-0.0886951649835146,0.529,0.346,2.96826951589547e-25,"UBR4"
"SPCS1",1.24622850969274e-29,0.0458417188564451,0.705,0.49,3.00752326244149e-25,"SPCS1"
"PPP1R16B",1.26545652749235e-29,0.00728261515357698,0.508,0.298,3.0539262377973e-25,"PPP1R16B"
"USP8",1.26890397121703e-29,-0.077497345297427,0.594,0.396,3.06224595373806e-25,"USP8"
"RC3H2",1.27603222971316e-29,-0.0261598268697479,0.427,0.237,3.07944857996678e-25,"RC3H2"
"TMUB2",1.28278779630289e-29,0.160482742654025,0.395,0.167,3.09575178881778e-25,"TMUB2"
"COPE",1.32965678878164e-29,-0.0423317135373065,0.612,0.434,3.20886072836673e-25,"COPE"
"CEP170",1.38706849305402e-29,0.0932279049165892,0.453,0.228,3.34741239428726e-25,"CEP170"
"DCAF6",1.38805673124679e-29,-0.0378245554682893,0.341,0.175,3.34979730951787e-25,"DCAF6"
"HMGCS1",1.4125206713513e-29,0.352121401649883,0.319,0.081,3.4088361361721e-25,"HMGCS1"
"CLIC4",1.41891546947222e-29,0.231524163989459,0.397,0.161,3.42426870247731e-25,"CLIC4"
"DAZAP2",1.44349377046512e-29,0.325350549675236,0.936,0.709,3.48358351626348e-25,"DAZAP2"
"LRRFIP2",1.44979642600933e-29,0.092933637734677,0.404,0.194,3.4987937148883e-25,"LRRFIP2"
"HBS1L",1.46053100507567e-29,0.0238471838711132,0.325,0.154,3.52469947454911e-25,"HBS1L"
"TMEM59",1.48646814919681e-29,0.116121459408989,0.614,0.371,3.58729358445666e-25,"TMEM59"
"ANXA5",1.48714712676458e-29,0.447649802828806,0.651,0.343,3.58893216102096e-25,"ANXA5"
"HLA-DQB1",1.49841721168908e-29,0.518013623950329,0.958,0.796,3.61613025696926e-25,"HLA-DQB1"
"LAP3",1.5002051150355e-29,0.376056319473939,0.392,0.132,3.62044500411518e-25,"LAP3"
"NCOR1",1.54784098259983e-29,-0.433449968982565,0.69,0.641,3.73540464330817e-25,"NCOR1"
"KLHL24",1.55792862540278e-29,0.0224321092099462,0.42,0.222,3.75974915168454e-25,"KLHL24"
"LINC01857",1.58214876780084e-29,-0.138883126615874,0.685,0.518,3.81819962133376e-25,"LINC01857"
"TARS",1.58557977849269e-29,0.368113213006989,0.324,0.081,3.82647967943641e-25,"TARS"
"ZNF266",1.58742857742417e-29,-0.441085019545262,0.44,0.384,3.83094138589776e-25,"ZNF266"
"DBI",1.61636980402152e-29,-0.153230849034039,0.7,0.526,3.90078524804514e-25,"DBI"
"SNRPD2",1.64053232107512e-29,0.0628397168958954,0.897,0.687,3.95909665045058e-25,"SNRPD2"
"SSR3",1.66559947095573e-29,0.144144494434704,0.573,0.329,4.01959120325747e-25,"SSR3"
"GDI2",1.70112129770448e-29,-0.0246220345801456,0.77,0.578,4.10531602775023e-25,"GDI2"
"RAB28",1.75021486005392e-29,0.167404367232518,0.321,0.116,4.22379352176814e-25,"RAB28"
"TAPBP",1.83028354492392e-29,-0.351977489077992,0.73,0.639,4.41702327896489e-25,"TAPBP"
"NEPRO",1.87430383933706e-29,0.211206440194548,0.342,0.114,4.52325745547212e-25,"NEPRO"
"DYNC1LI1",1.88295064053724e-29,0.308994403285109,0.418,0.159,4.54412478080851e-25,"DYNC1LI1"
"NXF1",1.91402591202559e-29,0.174211653243144,0.399,0.174,4.61911873349137e-25,"NXF1"
"EIF4G2",1.93596378293887e-29,0.239431172956764,0.917,0.677,4.67206139736637e-25,"EIF4G2"
"UQCRH",1.93986819836272e-29,0.159181221714629,0.856,0.613,4.68148392310876e-25,"UQCRH"
"TMEM243",1.94500394541581e-29,-0.305544333338037,0.724,0.594,4.69387802147197e-25,"TMEM243"
"DGKA",1.95813948911271e-29,-0.463690853441505,0.409,0.374,4.72557802907569e-25,"DGKA"
"IMMP2L",2.00611502325227e-29,-0.804086009921111,0.185,0.334,4.84135738561469e-25,"IMMP2L"
"RBPJ",2.01259983272402e-29,0.136741490597786,0.494,0.258,4.85700717631288e-25,"RBPJ"
"QRICH1",2.01275911572018e-29,0.0529840734867839,0.497,0.273,4.85739157396751e-25,"QRICH1"
"WIPF1",2.05587839340238e-29,0.418706352060552,0.767,0.469,4.96145132679796e-25,"WIPF1"
"FBL",2.18994254619259e-29,-0.0804031085240096,0.592,0.416,5.28498834672658e-25,"FBL"
"SF3B3",2.21110587849135e-29,0.0364566223867615,0.452,0.243,5.33606181656317e-25,"SF3B3"
"ARHGAP4",2.21229993237101e-29,-0.470193911937735,0.494,0.455,5.33894342679095e-25,"ARHGAP4"
"SMG5",2.27611163217937e-29,0.0497528952917848,0.347,0.156,5.49294020193848e-25,"SMG5"
"EIF3D",2.28108304335957e-29,0.0256379606229564,0.758,0.543,5.50493770853966e-25,"EIF3D"
"CHTF8",2.39026938264074e-29,0.280655529095148,0.432,0.175,5.76843710112691e-25,"CHTF8"
"HCG18",2.40443874126821e-29,0.0106997989203153,0.365,0.18,5.80263201430257e-25,"HCG18"
